Word,alternate-spellings,transliteration,Gloss,Strongs,frequency
"κρύπτη, -ης, ἡ",,kruptē,"dark and hidden place, cellar, crypt, vault",2926,1
"κρυπτός, -ή, -όν",,kruptos,"скрытый, сокровенный, внутренний",2927,19
κρύπτω,,kruptō,"скрывать, прятать, утаивать",2928,17
κρυσταλλίζω,,krustallizō,"shine like crystal, transparent as crystal, clear as crystal",2929,1
"κρύσταλλος, -ου, ὁ",,krustallos,"rock-crystal, crystal",2930,2
"κρυφαῖος, -α, -ον",,kruphaios,"hidden, private",,2
κρυφῇ,,kruphē,"secretly, in secret",2931,1
κτάομαι,,ktaomai,"acquire, win, get, buy, possess",2932,7
"κτῆμα, -ος, τό",,ktēma,"possession, piece of property, field, property",2933,4
"κτῆνος, -ους, τό",,ktēnos,beast of burden,2934,4
"κτήτωρ, -ορος, ὁ",,ktētōr,"owner, possessor",2935,1
κτίζω,,ktizō,"создавать, творить",2936,14
"κτίσις, -εως, ἡ",,ktisis,"сотворение, тварное существо, тварь",2937,19
"κτίσμα, -ος, τό",,ktisma,"creature, created thing",2938,4
"κτίστης, -ου, ὁ",,ktistēs,"Creator, founder, creator, God",2939,1
"κυβεία, -ας, ἡ",,kubeia,"craftiness, trickery, sleight",2940,1
"κυβέρνησις, -εως, ἡ",,kubernēsis,"administration, governing, government",2941,1
"κυβερνήτης, -ου, ὁ",,kubernētēs,"shipmaster, pilot, steersman",2942,2
κυκλεύω,,kukleuō,"surround, go encirle",,1
κυκλόθεν,,kuklothen,"around, in a circle round",2943,3
"κύκλος, -ου, ὁ",,kuklos,circle,2945,8
κυκλόω,,kukloō,"encircle, surround, besiege",2944,5
"κύκλῳ, ",,kuklō,"in a circle, round about",,
κυλίομαι,,kuliomai,"roll, roll about",,
"κύλισμα, -τος, τό",,kulisma,"rolling, wallowing",2946,1
"κυλισμός, -οῦ, ὁ",,kulismos,"rolling, wallowing",,1
κυλίω,,kuliō,roll,2947,1
"κυλλός, -ή, -όν",,kullos,"crippled, lame",2948,4
"κῦμα, -τος, τό",,kuma,wave,2949,5
"κύμβαλον, -ου, τό",,kumbalon,cymbal,2950,1
"κύμινον, -ου, τό",,kuminon,"cummin, cumin",2951,1
"κυνάριον, -ου, τό",,kunarion,little dog,2952,4
"Κύπριος, -ου, ὁ",,Kuprios,"Cyprian, Cypriote, belonging to Cyprus",2953,3
"Κύπρος, -ου, ἡ",,Kupros,Cyprus,2954,5
κύπτω,,kuptō,"bow down, stoop, bend down",2955,3
"Κυρηναῖος, -ου, ὁ",,Kurēnaios,"Cyrenian, belonging to Cyrene, Cyrenaean",2956,6
"Κυρήνη, -ης, ἡ",,Kurēnē,Cyrene,2957,1
"Κυρήνιος, -ου, ὁ",,Kurēnios,Quirinius,2958,1
"κυρία, -ας, ἡ",,kuria,"lady, mistress",2959,2
"κυριακός, -ή, -όν",,kuriakos,"Lord's, of the Lord",2960,2
κυριεύω,,kurieuō,"lord over, rule, have authority, rule over",2961,7
"κύριος, -ου, ὁ",,kurios,"Господь, господин",2962,747
"κυριότης, -ητος, ἡ",,kuriotēs,"lordship, dominion, authority, domination, dignity",2963,4
κυρόω,,kuroō,"confirm, ratify, validate",2964,2
"κύων, -ος, ὁ",,kuōn,dog,2965,5
"κῶλον, -ου, τό",,kōlon,"dead body, corpse, limb, bodies",2966,1
κωλύω,,kōluō,"мешать, препятствовать, запрещать",2967,23
"κώμη, -ης, ἡ",,kōmē,деревня,2968,27
"κωμόπολις, -εως, ἡ",,kōmopolis,"market town, country town, large village",2969,1
"κῶμος, -ου, ὁ",,kōmos,"excessive feasting, carousing, feasting, reveling",2970,3
"κώνωψ, -ωπος, ὁ",,kōnōps,"gnat, mosquito",2971,1
"Κώς, ἡ",,Kōs,Cos,,
"Κῶς, ἡ",,Kōs,Cos,2972,1
"Κωσάμ, ὁ",,Kōsam,Cosam,2973,1
"κωφός, -ή, -όν",,kōphos,"немой, глухой, глухонемой",2974,14
"λαβύρινθος, -ος, ὁ",,laburinthos,"labyrinth, maze",,
"λαγιδεύς, -έως, ὁ",,lagideus,rabbit,,
λαγχάνω,,lagchanō,"chose by lot, receive, obtain by lot, cast lots",2975,4
"λαγώς, -ώ, ὁ",,lagōs,hare,2830,
"Λάζαρος, -ου, ὁ",,Lazaros,Лазарь,2976,15
λάθρᾳ,,lathra,secretly,2977,4
"λαῖλαψ, -απος, ἡ",,lailaps,"hurricane, storm, gale, sudden storm, squall",2978,3
λακάω,,lakaō,"burst apart, burst open",,1
λακτίζω,,laktizō,kick,2979,2
λαλέω,,laleō,"говорить, разговаривать",2980,295
"λαλιά, -ᾶς, ἡ",,lalia,"speech, way of talking, talk, dialect",2981,3
λαμβάνω,,lambanō,"брать, получать",2983,263
"Λάμεχ, ὁ",,Lamech,Lamech,2984,1
"λαμπάς, -άδος, ἡ",,lampas,"torch, lamp, lantern",2985,9
"λαμπρός, -ά, -όν",,lampros,"bright, shining, magnificent",2986,9
"λαμπρότης, -ητος, ἡ",,lamprotēs,"shining, brilliance, splendor, brightness",2987,1
λαμπρῶς,,lamprōs,"splendidly, magnificently, sumptuously",2988,1
λάμπω,,lampō,shine,2989,7
λανθάνω,,lanthanō,"escape notice, am hidden",2990,6
"λαξευτός, -ή, -όν",,laxeutos,"hewn, hewn out of the rock",2991,1
"Λαοδίκεια, -ας, ἡ",,Laodikeia,Laodicea,,6
"Λαοδικεία, -ας, ἡ",,Laodikeia,Laodicea,2993,6
"Λαοδικεύς, -έως, ὁ",,Laodikeus,Laodicean,2994,2
"λαός, -οῦ, ὁ",,laos,народ,2992,142
"λάρυγξ, -γγος, ὁ",,larugx,throat,2995,1
"Λασαία, -ας, ἡ",,Lasaia,Lasea,2996,1
λάσκω,,laskō,burst asunder with a loud noise,2997,1
λατομέω,,latomeō,"hew out of a rock, hew stones",2998,2
"λατρεία, -ας, ἡ",,latreia,"service, divine worship, worship",2999,5
λατρεύω,,latreuō,"служить, поклоняться",3000,21
"λάχανον, -ου, τό",,lachanon,"garden herb, vegetable, herb, garden plant",3001,4
"Λεββαῖος, -ου, ὁ",,Lebbaios,Lebbaeus,3002,1
"λεγεών, -ῶνος, ἡ",λεγιών,legeōn,"legion, very large number",3003,4
λέγω,,legō,"говорить, рассказывать, излагать",3004,2315
"Λεία, -ας, ἡ",,Leia,Leah,,
"λεῖμμα, -τος, τό",,leimma,"remnant, remainder",3005,1
"λεῖος, -α, -ον",,leios,"smooth, level",3006,1
λείπω,,leipō,"leave, leave behind, lack, am wanting, am left behind",3007,6
λειτουργέω,,leitourgeō,"minister, serve, serve publicly, render religious service",3008,3
"λειτουργία, -ας, ἡ",,leitourgia,"service, ministry, charitable gift, public service",3009,6
"λειτουργικός, -ή, -όν",,leitourgikos,"engaged in special service, ministering",3010,1
"λειτουργός, -οῦ, ὁ",,leitourgos,"minister, servant",3011,5
λεμα,,lema,why?,,
"λέντιον, -ου, τό",,lention,"linen cloth, towel, apron",3012,2
"λέξις, -εως, ἡ",,lexis,"word, phrase, saying, word (grammar)",,
"λεπίς, -ίδος, ἡ",,lepis,"scale (of a fish), scale, scaly substance",3013,1
"λέπρα, -ας, ἡ",,lepra,leprosy,3014,4
"λεπρός, -ά, -όν",,lepros,"scaly, leprous, leper",3015,9
"λεπτός, -ή, -όν",,leptos,"small coin, small piece of money",3016,3
"Λέσβος, -ής, ἡ",,Lesbos,Lesbos (island),,
"Λευΐ, ὁ","Λευί, Λευεί, Λευΐς",Leui,Levi,"3017, 3018",8
"Λευΐτης, -ου, ὁ",,Leuitēs,Levite,3019,3
"Λευίτης, -ου, ὁ",,Leuitēs,Levite,,3
"Λευιτικός, -ή, -όν",,Leuitikos,Levitical,,1
Λευϊτικός,,Leuitikos,Levitical,3020,1
λευκαίνω,,leukainō,"make white, whiten",3021,2
"λευκός, -ή, -όν",,leukos,белый,3022,25
"λέων, -οντος, ὁ",,leōn,lion,3023,9
"λήθη, -ης, ἡ",,lēthē,forgetfulness,3024,1
"λῆμψις, -εως, ἡ",,lēmpsis,receiving,,1
"ληνός, -οῦ, ἡ",,lēnos,"wine press, winepress",3025,5
"λῆρος, -ου, ὁ",,lēros,"idle talk, empty talk, nonsense, folly",3026,1
"λῃστής, -οῦ, ὁ",,lēstēs,"грабитель, разбойник, бандит",3027,15
"λῆψις, -εως, ἡ",,lēpsis,receiving,3028,1
λίαν,,lian,"очень, сильно, чрезвычайно",3029,14
"λίβανος, -ου, ὁ",,libanos,"(the) Lebanon, incense",3030,2
"λιβανωτός, -οῦ, ὁ",,libanōtos,"incense, censer",3031,2
"Λιβερτῖνος, -ου, ὁ",,Libertinos,freedman,3032,1
"Λιβύη, -ης, ἡ",,Libuē,"Libya, Africa",3033,1
λιθάζω,,lithazō,"throw stones, stone",3034,8
"λίθινος, -η, -ον",,lithinos,"of stone, made of stone",3035,3
λιθοβολέω,,lithoboleō,"pelt with stones, stone, cast stones at",3036,7
"λίθος, -ου, ὁ",,lithos,камень,3037,60
"λιθόστρωτον, -ου, τό",,lithostrōton,mosaic pavement,3038,1
λιθόστρωτος,,lithostrōtos,"stone pavement, mosaic",,
λικμάω,,likmaō,"crush, scatter, crush to powder",3039,2
λιμά,,lima,why,2982,2
"λιμήν, -ένος, ὁ",,limēn,"harbor, haven, port",3040,3
"λίμνη, -ης, ἡ",,limnē,озеро,3041,11
"λιμός, -οῦ, ὁ",,limos,голод,3042,12
"λίνον, -ου, τό",,linon,"lamp-wick, linen garment, flax, linen",3043,2
"Λίνος, -ου, ὁ",,Linos,Linus,,1
"Λῖνος, -ου, ὁ",,Linos,Linus,3044,1
"λιπαρός, -ά, -όν",,liparos,"bright, costly, rich, luxurious, sumptuous",3045,1
"λίτρα, -ας, ἡ",,litra,Roman pound,3046,2
"λίψ, ὁ",,lips,"south-west, south-west wind",3047,1
"λογεία, -ας, ἡ",,logeia,collection,,
"λογία, -ας, ἡ",,logia,"collection, collecting",3048,2
λογίζομαι,,logizomai,"учитывать, считать, принимать в расчет",3049,41
"λογικός, -ή, -όν",,logikos,"thoughtful, reasonable, rational, metaphorical",3050,2
"λόγιον, -οῦ, τό",,logion,"saying, oracle, divine communication",3051,4
"λόγιος, -α, -ον",,logios,"eloquent, learned, cultured",3052,1
"λογισμός, -οῦ, ὁ",,logismos,"reasoning, reflection, thought, thinking",3053,2
λογομαχέω,,logomacheō,"dispute about words, contend about words",3054,1
"λογομαχία, -ας, ἡ",,logomachia,"dispute about words, contention about words",3055,1
"λόγος, -ου, ὁ",,logos,слово,3056,331
"λόγχη, -ης, ἡ",,logchē,"spear, lance",3057,1
λοιδορέω,,loidoreō,"abuse, revile",3058,4
"λοιδορία, -ας, ἡ",,loidoria,"abuse, reproach, insult, reviling",3059,3
"λοίδορος, -ου, ὁ",,loidoros,"reviler, abusive person, railer, abuser",3060,2
"λοιμός, -οῦ, ὁ",,loimos,"pestilence, plague",3061,3
"λοιπός, -ή, -όν",,loipos,"remaining, remainder, rest, left over, from now on","3062, 3063, 3064",56
"Λουκᾶς, -ᾶ, ὁ",,Loukas,"Luke, Lucas",3065,3
"Λούκιος, -ου, ὁ",,Loukios,Lucius,3066,2
"λουτρόν, -οῦ, τό",,loutron,"bath, washing, baptism",3067,2
λούω,,louō,"bathe, wash",3068,5
"Λύδδα, -ας, ἡ",,Ludda,"Lydda, Diospolis, Lod",3069,3
"Λυδία, -ας, ἡ",,Ludia,Lydia,3070,2
"Λυκαονία, -ας, ἡ",,Lukaonia,Lycaonia,3071,1
Λυκαονιστί,,Lukaonisti,"in (the) Lycaonian (language), in the Lycaonian language",3072,1
"Λυκία, -ας, ἡ",,Lukia,Lycia,3073,1
"λύκος, -ου, ὁ",,lukos,"wolf, jackal",3074,6
λυμαίνομαι,,lumainomai,"ravage, destroy, harry, devastate",3075,1
λυπέω,,lupeō,"огорчать, печалить, вредить, горевать",3076,26
"λύπη, -ης, ἡ",,lupē,"боль, горе, печаль",3077,16
"Λυσανίας, -ου, ὁ",,Lusanias,Lysanias,3078,1
"Λυσίας, -ου, ὁ",,Lusias,"Lysias, Claudius Lysias",3079,2
"λύσις, -εως, ἡ",,lusis,"release, separation, loosing, dissolution",3080,1
λυσιτελέω,,lusiteleō,"be better, more advantageous, it profits",3081,1
"Λύστρα, ἡ",,Lustra,"Lystra, city of Lycaonia",3082,6
"λύτρον, -ου, τό",,lutron,"price of release, ransom",3083,2
λυτρόομαι,,lutroomai,redeem,,
λυτρόω,,lutroō,"ransom, liberate, deliver",3084,3
"λύτρωσις, -εως, ἡ",,lutrōsis,"ransoming, redemption, liberation, deliverance, release",3085,3
"λυτρωτής, -οῦ, ὁ",,lutrōtēs,"redeemer, deliverer, liberator",3086,1
"λυχνία, -ας, ἡ",,luchnia,светильник,3087,12
"λύχνος, -ου, ὁ",,luchnos,"светильник, лампа",3088,14
λύω,,luō,"развязывать, освобождать, разрушать",3089,42
"Λωΐς, -ϊδος, ἡ",Λωϊς,Lōis,Lois,3090,1
"Λώτ, ὁ",,Lōt,Lot,3091,4
"Μαάθ, ὁ",Μάαθ,Maath,Maath,3092,1
"Μαγαδάν, ἡ",,Magadan,Magadan,,1
"Μαγδαλά, ἡ",,Magdala,Magdala,3093,1
"Μαγδαληνή, -ῆς, ἡ",,Magdalēnē,"Женщина Магдалы, Магдалина",3094,12
"μαγεία, -ας, ἡ",,mageia,magic,3095,1
μαγεύω,,mageuō,"practice magic, practice sorcery or magic",3096,1
"μάγος, -ου, ὁ",,magos,"magician, sorcerer, wizard",3097,6
"Μαγώγ, ὁ",,Magōg,Magog,3098,1
"Μαδιάμ, ὁ",,Madiam,Midian,3099,1
"μάθημα, -τος, τό",,mathēma,lesson,,
μαθητεύω,,mathēteuō,disciple,3100,4
"μαθητής, -οῦ, ὁ",,mathētēs,ученик,3101,261
"μαθήτρια, -ας, ἡ",,mathētria,"female disciple, female student",3102,1
"Μαθθαῖος, -ου, ὁ",,Maththaios,Matthew,,4
"Μαθθάτ, ",,Maththat,Matthat,,1
"Μαθθίας, -ου, ὁ",,Maththias,Matthias,,2
"Μαθουσάλα, ὁ",,Mathousala,Methuselah,3103,1
"Μαθουσαλά, ὁ",,Mathousala,Methuselah,,1
"Μαϊνάν, ὁ",,Mainan,"Menna, Mainan",3104,1
μαίνομαι,,mainomai,"rage, furious, insane, raving mad",3105,5
μακαρίζω,,makarizō,"consider blessed, happy, deem happy",3106,2
"μακάριος, -α, -ον",,makarios,"блаженный, счастливый",3107,49
"μακαρισμός, -οῦ, ὁ",,makarismos,"blessing, regarding as happy, blessed, or enviable",3108,3
"Μακεδονία, -ας, ἡ",,Makedonia,Македония,3109,22
"Μακεδών, -όνος, ὁ",,Makedōn,Macedonian,3110,5
"μάκελλον, -ου, τό",,makellon,"meat market, food market",3111,1
μακράν,,makran,far away,3112,9
μακρόθεν,,makrothen,"вдали, издалека, на расстоянии",3113,14
μακροθυμέω,,makrothumeō,"терпеть, быть терпеливым",3114,10
"μακροθυμία, -ας, ἡ",,makrothumia,"долготерпение, стойкость, твердость",3115,14
"μακρόθυμος, -ον",,makrothumos,"patient, long-suffering",,
μακροθύμως,,makrothumōs,patiently,3116,1
"μακρός, -ά, -όν",,makros,"long, far distant, distant",3117,6
"μακρότης, -ητος, ἡ",,makrotēs,length,,
"μακροχρόνιος, -ον",,makrochronios,long-lived,3118,1
μάλα,,mala,"very, very much, exceedingly",,
"μαλακία, -ας, ἡ",,malakia,"sickness, weakness, illness",3119,3
"μαλακός, -ή, -όν",,malakos,"soft, effeminate",3120,4
"Μαλελεήλ, ὁ",,Maleleēl,"Maleleel, Mahalaleel",3121,1
μάλιστα,,malista,"особенно, больше всего, главным образом",3122,12
μᾶλλον,,mallon,(еще) больше,3123,82
"Μάλχος, -ου, ὁ",,Malchos,Malchus,3124,1
"μάμμη, -ης, ἡ",,mammē,grandmother,3125,1
"μαμωνᾶς, -ᾶ, ὁ",,mamōnas,"riches, mammon, money, possessions",3126,4
"Μαναήν, ὁ",,Manaēn,Manaen,3127,1
"Μανασσῆ, ὁ",Μανασσῆς,Manassē,Manasseh,3128,3
"Μανασσῆς, ὁ",Μανασσῆ,Manassēs,Manasseh,3128,
μανθάνω,,manthanō,"учиться, уяснять",3129,25
"μανία, -ας, ἡ",,mania,"madness, frenzy, raving madness",3130,1
"μάννα, τό",,manna,manna,3131,5
μαντεύομαι,,manteuomai,"prophesy, tell fortunes, predict, practice soothsaying",3132,1
"μάντις, -εως, ὁ",,mantis,"seer, prophet, diviner, grasshopper",,
μαραίνομαι,,marainomai,"die out, fade away",,
μαραίνω,,marainō,"die, wither",3133,1
μαράν,,maran,Our Lord,,
"μαράνα, ",,marana,"Maranatha, Lord, come!",,
"μαργαρίτης, -ου, ὁ",,margaritēs,pearl,3135,9
"Μάρθα, -ας, ἡ",,Martha,Марфа,3136,13
"Μαρία, -ας, ἡ",,Maria,Мария,3137,54
"Μᾶρκος, -ου, ὁ",Μάρκος,Markos,Mark,3138,8
"μάρμαρος, -ου, ὁ",,marmaros,marble,3139,1
μαρτυρέω,,martureō,свидетельствовать,3140,77
"μαρτυρία, -ας, ἡ",,marturia,"свидетельство, показание",3141,37
"μαρτύριον, -ου, τό",,marturion,"свидетельство, доказательство",3142,20
μαρτύρομαι,,marturomai,"affirm, testify, call to witness, solemnly charge",3143,5
"μάρτυς, -υρος, ὁ",,martus,свидетель,3144,34
μασάομαι,,masaomai,"bite, gnaw, chew",,
μασσάομαι,,massaomai,"bite, gnaw",3145,1
μαστιγόω,,mastigoō,"whip, lash, flog",3146,7
μαστίζω,,mastizō,"whip, scourge, flog",3147,1
"μάστιξ, -ιγος, ἡ",,mastix,"whip, scourge, affliction, lash, sufferings",3148,6
"μαστός, -οῦ, ὁ",,mastos,"breast, nipple, pap",3149,3
"ματαιολογία, -ας, ἡ",,mataiologia,"empty, idle, fruitless talk, foolish talking",3150,1
"ματαιολόγος, -ου, ὁ",,mataiologos,"talking idly, and empty talker, vain, empty talker",3151,1
ματαιόομαι,,mataioomai,render futile or worthless,,
"μάταιος, -α, -ον",,mataios,"vain, useless, worthless, unproductive, godless",3152,6
"ματαιότης, -ητος, ἡ",,mataiotēs,"vanity, emptiness, futility, purposelessness",3153,3
ματαιόω,,mataioō,become vain,3154,1
μάτην,,matēn,"in vain, no end",3155,2
"Ματθαῖος, -ου, ὁ",,Matthaios,Matthew,3156,5
"Ματθάν, ὁ",Μαθθάν,Matthan,Matthan,3157,2
"Ματθάτ, ὁ",,Matthat,Matthat,3158,2
"Ματθίας, -α, ὁ",,Matthias,Matthias,3159,2
"Ματταθά, ὁ",,Mattatha,Mattatha,3160,1
"Ματταθίας, -ου, ὁ",,Mattathias,Mattathias,3161,2
"μάχαιρα, -ης, ἡ",,machaira,меч,3162,29
"μάχη, -ης, ἡ",,machē,"fight, conflict, strife, contention, quarrel",3163,4
μάχομαι,,machomai,"fight, quarrel, engage in battle, strive",3164,4
μεγαλαυχέω,,megalaucheō,"boast, am arrogant, vaunt",3166,1
μεγαλεῖος,,megaleios,"greatness, magnificense, grand, magnificent",3167,2
"μεγαλειότης, -ητος, ἡ",,megaleiotēs,"splendor, magnificence, greatness, majesty",3168,3
μεγαλοπρεπής,,megaloprepēs,"magnificent, majestic, superb, transcendent",3169,1
μεγαλύνω,,megalunō,"make or declare great, enlarge, exalt, magnify, extol",3170,8
μεγάλως,,megalōs,greatly,3171,1
"μεγαλωσύνη, -ης, ἡ",,megalōsunē,"greatness, majesty",3172,3
μέγας,,megas,"large, great","3173, 3175",240
"μέγεθος, -ους, τό",,megethos,"size, greatness, vastness",3174,1
"μεγιστάν, -ᾶνος, ὁ",,megistan,"great man, magnate, great one, lord",3175,3
μεθερμηνεύω,,methermēneuō,"translate, interpret",3177,7
"μέθη, -ης, ἡ",,methē,drunkenness,3178,3
μεθίστημι,,methistēmi,"remove, turn away, move out of its place, transfer",3179,5
"μεθοδεία, -ας, ἡ",,methodeia,"scheming, craftiness",3180,2
"μεθόριον, -ου, τό",,methorion,"confine, border",3181,1
μεθύσκομαι,,methuskomai,make drunk,,
μεθύσκω,,methuskō,make drunk,3182,3
"μέθυσος, -ου, ὁ",,methusos,drunkard,3183,2
μεθύω,,methuō,"drunken, drunk",3184,6
μεῖζον,,meizon,"greater, greatest",3185,
"μειζότερος, -α, -ον",,meizoteros,greater,3186,
μείζων,,meizōn,"greater, larger, greatest",3187,47
μέλαν,,melan,ink,3188,3
"μέλας, -αινα, -αν",,melas,"black, ink",3189,3
"Μελεᾶς, ὁ",Μελεά,Meleas,Melea,3190,1
μέλει,,melei,"it is a care, it concerns",3199,9
μελετάω,,meletaō,"take care, take pains with, devise, plan",3191,3
"μέλι, -ιτος, τό",,meli,honey,3192,4
"μελίσσιος, -α, -ον",,melissios,coming from bees,3193,1
"Μελίτη, -ης, ἡ",,Melitē,"Malta, Melita",3194,1
"Μέλιττα, ἡ",Μέλισσα,Melitta,Melissa,,
μέλλω,,mellō,"намереваться, собираться",3195,111
"μέλος, -ους, τό",,melos,"орган, член, часть тела",3196,34
"Μελχί, ὁ",,Melchi,Melchi,3197,2
"Μελχισέδεκ, ὁ",,Melchisedek,Melchizedek,,8
"Μελχισεδέκ, ὁ",,Melchisedek,Melchizedek,3198,9
"μεμβράνα, -ης, ἡ",,membrana,"parchment, parchment leaf",3200,1
μέμφομαι,,memphomai,"find fault with, blame, censure",3201,3
"μεμψίμοιρος, -ον",,mempsimoiros,"dissatisfied, finding fault, discontented, complaining",3202,1
μέν,,men,частица ожидающая противопоставление (часто не переводится): с одной стороны,3303,192
"Μεννά, ὁ",,Menna,Menna,,1
μενοῦν,,menoun,"rather, on the contrary",,1
μενοῦνγε,,menounge,"on the contrary, indeed, nay rather",3304,3
μέντοι,,mentoi,"yet, however, indeed",3305,8
μένω,,menō,"остаться, пребывать",3306,118
μερίζω,,merizō,"делить, разделять, распределять",3307,14
"μέριμνα, -ης, ἡ",,merimna,"care, anxiety, worry",3308,6
μεριμνάω,,merimnaō,"заботиться, беспокоиться, переживать",3309,19
"μερίς, -ίδος, ἡ",,meris,"part, portion",3310,5
"μερισμός, -οῦ, ὁ",,merismos,"division, distribution, separation",3311,2
"μεριστής, -οῦ, ὁ",,meristēs,"divider, arbitrator, distributor",3312,1
"μέρος, -ους, τό",,meros,"часть, доля, удел",3313,43
"μεσημβρία, -ας, ἡ",,mesēmbria,"midday, noon, south, South",3314,2
μεσιτεύω,,mesiteuō,"guarantee, mediate, interpose",3315,1
"μεσίτης, -ου, ὁ",,mesitēs,"mediator, go-between",3316,6
"μεσονύκτιον, -ου, τό",,mesonuktion,midnight,3317,4
"Μεσοποταμία, -ας, ἡ",,Mesopotamia,Mesopotamia,3318,2
"μέσος, -η, -ον",,mesos,"середина, посреди, посередине",3319,58
"μεσότοιχον, -ου, τό",,mesotoichon,"middle wall, dividing wall, partition wall",3320,1
"μεσουράνημα, -τος, τό",,mesouranēma,"zenith, midheaven, middle of heaven",3321,3
μεσόω,,mesoō,"in the middle, in the midst",3322,1
"Μεσσίας, -ου, ὁ",Μεσσίας,Messias,"Messiah, Anointed One",3323,2
"μεστός, -ή, -όν",,mestos,full,3324,8
μεστόω,,mestoō,fill,3325,1
μετά,"μετ᾽, μεθ᾽",meta,"с, вместе {+род}; после {+вин}",3326,473
μεταβαίνω,,metabainō,"уходить, покидать, перемещаться",3327,12
μεταβάλλομαι,,metaballomai,"change one's mind, turn about",,
μεταβάλλω,,metaballō,"change, change my mind",3328,1
μετάγω,,metagō,"guide, direct, turn about, change the position of",3329,2
μεταδίδωμι,,metadidōmi,"give a share of, share, impart",3330,5
"μετάθεσις, -εως, ἡ",,metathesis,"change, removal, transformation",3331,3
μεταίρω,,metairō,"go away, depart, change my position, remove",3332,2
μετακαλέομαι,,metakaleomai,"invite, summon, call",,
μετακαλέω,,metakaleō,send for,3333,4
μετακινέω,,metakineō,"shift, remove, move away, dislodge",3334,1
μεταλαμβάνω,,metalambanō,"partake of, share, share in",3335,6
"μετάλημψις, -εως, ἡ",,metalēmpsis,sharing,,1
"μετάληψις, -εως, ἡ",,metalēpsis,"participation, sharing in",3336,1
μεταλλάσσω,,metallassō,"exchange, change, transform, alter",3337,2
μεταμέλομαι,,metamelomai,"regret, repent, change my mind",3338,6
μεταμορφόομαι,,metamorphoomai,"transform, transfigure",,
μεταμορφόω,,metamorphoō,"change the form, transform",3339,4
μετανοέω,,metanoeō,"каяться, раскаиваться",3340,34
"μετάνοια, -ας, ἡ",,metanoia,"покаяние, раскаяние",3341,24
μεταξύ,,metaxu,"between, after, meanwhile, afterwards",3342,9
μεταπέμπομαι,,metapempomai,"send after, summon",,
μεταπέμπω,,metapempō,"send for, summon",3343,8
μεταστρέφω,,metastrephō,"change, turn (about), distort, turn, corrupt, pervert",3344,2
μετασχηματίζω,,metaschēmatizō,"transform, disguise, change the outward appearance, transfigure, adapt",3345,5
μετατίθημι,,metatithēmi,"transfer, change, desert",3346,6
μετατρέπω,,metatrepō,turn around,,1
μετέπειτα,,metepeita,afterwards,3347,1
μετέχω,,metechō,"partake of, share in, participate in, share",3348,8
μετεωρίζομαι,,meteōrizomai,"anxious, worried",3349,1
"μετοικεσία, -ας, ἡ",,metoikesia,"change of abode, deportation, migration",3350,4
μετοικίζω,,metoikizō,"remove to another place of habitation, resettle, transport, cause to migrate",3351,2
"μετοχή, -ῆς, ἡ",,metochē,"sharing, partnership, fellowship",3352,1
"μέτοχος, -ου, ὁ",,metochos,"partaker, partner, sharer",3353,6
μετρέω,,metreō,"мерить, отмерять, измерять",3354,11
"μετρητής, -οῦ, ὁ",,metrētēs,"liquid measure, measure, amphora",3355,1
μετριοπαθέω,,metriopatheō,"moderate one's feelings, deal gently, bear gently with, have compassion",3356,1
μετρίως,,metriōs,"moderately, somewhat, greatly",3357,1
"μέτρον, -ου, τό",,metron,"мера, размер",3358,14
"μέτωπον, -ου, τό",,metōpon,forehead,3359,8
μέχρι,,mechri,"до, вплоть до, пока",3360,17
μή,,mē,"нет, не",3361,1029
μήγε,,mēge,otherwise (used in the phrase εἰ δὲ μήγε),1490,8
μηδαμῶς,,mēdamōs,"by no means, no, not at all",3365,2
μηδέ,,mēde,"и не, а также не, ни ни, даже не",3366,58
μηδείς,,mēdeis,"никто, ничто, никакой",3367,91
μηδέποτε,,mēdepote,"never, not at any time",3368,1
μηδέπω,,mēdepō,not yet,3369,1
"Μῆδος, -ου, ὁ",,Mēdos,Mede,3370,1
μηκέτι,,mēketi,"больше не, уже не",3371,21
"μῆκος, -ους, τό",,mēkos,length,3372,3
μηκύνω,,mēkunō,"lengthen, grow",3373,1
"μῆλον, τό",,mēlon,"apple, tree fruit",,
"μηλωτή, -ῆς, ἡ",,mēlōtē,sheepskin,3374,1
"μήν, ὁ",,mēn,месяц,"3375, 3376",19
μηνύω,,mēnuō,"make known, report, inform, reveal",3377,4
μήποτε,,mēpote,"никогда, чтобы не, как бы не",3379,25
μήπω,,mēpō,not yet,3380,2
μήπως,,mēpōs,чтобы никоим образом не,3381,12
"μηρός, -οῦ, ὁ",,mēros,thigh,3382,1
μήτε,,mēte,"ни ни, и не",3383,36
"μήτηρ, -τρος, ἡ",,mētēr,мать,3384,83
μήτι,,mēti,разве? (в вопросах с отрицательным ответом или сомнением),3385,20
μήτιγε,,mētige,"let alone, much less, much more",3386,1
μήτις,,mētis,any,3387,
"μήτρα, -ας, ἡ",,mētra,womb,3388,2
"μητραλῴας, -ου, ὁ",,mētralōas,matricide,3389,1
"μητρολῴας, -ου, ὁ",,mētrolōas,"one who murders his mother, matricide",,
μιαίνω,,miainō,"stain, defile, pollute",3392,5
"μίασμα, -τος, τό",,miasma,"shameful deed, misdeed, crime, pollution, defilement",3393,1
