Word,alternate-spellings,transliteration,Gloss,Strongs,frequency
κατασφάζω,,katasphazō,"slay, strike down, kill off, slaughter",2695,1
κατασφραγίζω,,katasphragizō,"seal (up), seal and thus close",2696,1
"κατάσχεσις, -εως, ἡ",,kataschesis,"possession, holding fast",2697,2
κατατίθημι,,katatithēmi,"lay (down), place, lay down, deposit",2698,3
"κατατομή, -ῆς, ἡ",,katatomē,"mutilation, cutting in pieces, spoiling",2699,1
κατατρέχω,,katatrechō,run down,2701,1
κατατρίβω,,katatribō,"wear out, wear away",,
καταφέρω,,katapherō,"bring down, against, oppress",2702,3
καταφεύγω,,katapheugō,"flee, take refuge, flee for refuge",2703,2
καταφθείρω,,kataphtheirō,"destroy, ruin, corrupt",2704,1
καταφιλέω,,kataphileō,"kiss fervently, kiss affectionately",2705,6
καταφρονέω,,kataphroneō,"think little of, despise, scorn",2706,9
"καταφρονητής, -οῦ, ὁ",,kataphronētēs,"despiser, scoffer",2707,1
καταχέω,,katacheō,"pour out, pour over, down, over",2708,2
"καταχθόνιος, -ον",,katachthonios,"under the earth, subterranean",2709,1
καταχράομαι,,katachraomai,"make full use of, use up",2710,2
καταψύχω,,katapsuchō,"cool off, refresh, cool",2711,1
"κατείδωλος, -ον",,kateidōlos,"full of idols, full of images of idols",2712,1
κατέναντι,,katenanti,"over against, opposite, in front of",2713,5
κατενώπιον,,katenōpion,"before, in the presence of {+gen}, before the face of",2714,5
κατεξουσιάζω,,katexousiazō,"exercise authority over, have power over",2715,2
κατεργάζομαι,,katergazomai,"work out, produce, accomplish",2716,24
κατέρχομαι,,katerchomai,"come down, go down",2718,13
κατεσθίω,,katesthiō,"eat up, devour, eat till it is finished",2719,15
κατευθύνω,,kateuthunō,"lead, direct, guide, make straight",2720,3
κατευλογέω,,kateulogeō,bless,,1
κατεφίσταμαι,,katephistamai,rise up,,
κατεφίστημι,,katephistēmi,"rush, assault",2721,1
κατέχω,,katechō,"hold back, hold fast, bind, restrain",2722,19
κατηγορέω,,katēgoreō,"accuse, charge, prosecute",2723,22
"κατηγορία, -ας, ἡ",,katēgoria,"accusation, charge",2724,4
"κατήγορος, -ου, ὁ",,katēgoros,"accuser, prosecutor",2725,6
"κατήγωρ, -ορος, ὁ",,katēgōr,accuser,,
"κατήφεια, -ας, ἡ",,katēpheia,"gloominess, dejection, downcast countenance, gloom",2726,1
κατηχέω,,katēcheō,"teach by word of mouth, instruct orally",2727,8
κατιόομαι,,katioomai,"become rusty, corroded",,
κατιόω,,katioō,rust,2728,1
κατισχύω,,katischuō,"overpower, prevail, prevail against, am able",2729,2
κατοικέω,,katoikeō,"inhabit, dwell, dwell in, settle in",2730,44
"κατοίκησις, -εως, ἡ",,katoikēsis,"dwelling, abode, habitation",2731,1
"κατοικητήριον, -ου, τό",,katoikētērion,"dwelling, dwelling-place, habitation",2732,2
"κατοικία, -ας, ἡ",,katoikia,"dwelling-place, habitation, dwelling",2733,1
κατοικίζω,,katoikizō,cause to dwell,,1
κατοπτρίζομαι,,katoptrizomai,"show as in a mirror, mirror, reflect",2734,1
"κατόρθωμα, -ατος, τό",,katorthōma,anything happily and successfully accomplished,2735,1
κάτω,,katō,"down, below, lower, under, less",2736,11
"κατώτερος, -α, -ον",,katōteros,lower,2737,1
κατωτέρω,,katōterō,"lower, below",,
"Καῦδα, ","Κλαῦδα , Κλαῦδη",Kauda,"Clauda, Klauda Island",,1
"καῦμα, -τος, τό",,kauma,"burning, heat, burning heat",2738,2
καυματίζω,,kaumatizō,"burn up, scorch, burn",2739,4
"καῦσις, -εως, ἡ",,kausis,"burning, burning up",2740,1
καυσόομαι,,kausoomai,burn with great heat,,
καυσόω,,kausoō,burn up,2741,2
καυστηριάζω,,kaustēriazō,"sear, mark by branding",,1
"καύσων, -ωνος, ὁ",,kausōn,"burning heat, scorching heat, hot wind",2742,3
καυτηριάζω,,kautēriazō,"cauterize, sear",2743,1
καυχάομαι,,kauchaomai,"boast, glory",2744,36
"καύχημα, -τος, τό",,kauchēma,"boasting, ground of boasting",2745,11
"καύχησις, -εως, ἡ",,kauchēsis,"boasting, act of boasting, exultation",2746,12
"Κεγχρεαί, -ῶν, ἡ",Κενχρεαῖς,Kegchreai,Cenchreae,2747,2
"Κεδρών, ὁ",,Kedrōn,Kidron,2748,1
κεῖμαι,,keimai,"lie, be laid, recline, am laid",2749,24
"κειρία, -ας, ἡ",,keiria,"binding material, wrappings, bandage, grave clothes",2750,1
κείρω,,keirō,"shear, cut off, cut the hair of",2751,4
"κέλευσμα, -τος, τό",,keleusma,"shouted command, word of command, call",2752,1
κελεύω,,keleuō,"order, command",2753,26
κενόδοξας,,kenodoxas,vainglorious,2755,
"κενοδοξία, -ας, ἡ",,kenodoxia,"vanity, empty conceit, vainglory, empty pride",2754,1
"κενόδοξος, -ον",,kenodoxos,"conceited, boastful",,1
"κενός, -ή, -όν",,kenos,"empty, vain, hollow",2756,18
"κενοφωνία, -ας, ἡ",,kenophōnia,"chatter, empty talk, empty disputing, worthless babble",2757,2
κενόω,,kenoō,"empty, make void, deprive of content, make unreal",2758,5
"κέντρον, -ου, τό",,kentron,"sharp point, sting, goad",2759,4
"κεντυρίων, -ωνος, ὁ",,kenturiōn,centurion,2760,3
κενῶς,,kenōs,"no purpose, in vain, falsely",2761,1
"κεραία, -ας, ἡ",,keraia,"projection, hook, stroke, apostrophe",2762,2
"κεραμεύς, -έως, ὁ",,kerameus,potter,2763,3
"κεραμικός, -ή, -όν",,keramikos,"belonging to a potter, made of clay, of clay, made by a potter",2764,1
"κεράμιον, -ου, τό",,keramion,"earthen vessel, jar, pitcher",2765,2
"κέραμος, -ου, ὁ",,keramos,"clay, roof tile, tile, roof",2766,1
κεράννυμι,,kerannumi,"mix, pour out for drinking",2767,3
"κέρας, -ατος, τό",,keras,horn,2768,11
"κεράτιον, -ου, τό",,keration,"carob pods, husk of the carob",2769,1
κερδαίνω,,kerdainō,"gain, win, avoid loss",2770,17
"κέρδος, -ους, τό",,kerdos,"gain, profit, advantage",2771,3
"κέρμα, -τος, τό",,kerma,"piece of money, coin, small coin",2772,1
"κερματιστής, -ου, ὁ",,kermatistēs,money changer,2773,1
"κεφάλαιον, -ου, τό",,kephalaion,"main thing, main point, sum of money, chief matter",2774,2
κεφαλαιόω,,kephalaioō,wound in the head,2775,1
"κεφαλή, -ῆς, ἡ",,kephalē,head,2776,75
κεφαλιόω,,kephalioō,strike on the head,,1
"κεφαλίς, -ίδος, ἡ",,kephalis,"roll of a book, roll, volume",2777,1
κημόω,,kēmoō,muzzle,,1
"κῆνσος, -ου, ὁ",,kēnsos,"government tax, poll tax",2778,4
"κῆπος, -ου, ὁ",,kēpos,garden,2779,5
"κηπουρός, -οῦ, ὁ",,kēpouros,gardener,2780,1
"κηρίον, -ου, τό",,kērion,honeycomb,2781,1
"κήρυγμα, -τος, τό",,kērugma,"proclamation, preaching",2782,8
"κῆρυξ, -υκος, ὁ",,kērux,"preacher, proclaimer, herald",2783,3
κηρύσσω,,kērussō,"preach, proclaim",2784,61
"κῆτος, -ους, τό",,kētos,"sea monster, huge fish",2785,1
"Κηφᾶς, -ᾶ, ὁ",,Kēphas,Cephas,2786,6
"κιβωτός, -οῦ, ἡ",,kibōtos,"wooden box, ark",2787,6
"κιθάρα, -ας, ἡ",,kithara,"lyre, harp",2788,4
κιθαρίζω,,kitharizō,"play the lyre, harp, play on the harp",2789,2
"κιθαρῳδός, -οῦ, ὁ",,kitharōdos,"lyre-player, harpist",2790,2
"Κιλικία, -ας, ἡ",,Kilikia,Cilicia,2791,8
"κινάμωμον, -ου, τό",,kinamōmon,cinnamon,2792,1
κινδυνεύω,,kinduneuō,"be in danger, am in danger",2793,4
"κίνδυνος, -ου, ὁ",,kindunos,"danger, peril, risk",2794,9
κινέω,,kineō,"move, stir, excite",2795,8
"κίνησις, -εως, ἡ",,kinēsis,"moving, stirring",2796,1
"κιννάμωμον, -ου, τό",,kinnamōmon,cinnamon,,1
"Κίς, ὁ",Κείς,Kis,Kish,2797,1
κίχρημι,,kichrēmi,lend,,
"κλάδος, -ου, ὁ",,klados,"branch (of a tree), branch",2798,11
κλαίω,,klaiō,"weep, weep for, mourn",2799,40
"κλάσις, -εως, ἡ",,klasis,"breaking, fracturing",2800,2
"κλάσμα, -τος, τό",,klasma,"broken piece, fragment",2801,9
"Κλαῦδη, -ης, ἡ",,Klaudē,"Cauda, Clauda",2802,1
"Κλαυδία, -ας, ἡ",,Klaudia,Claudia,2803,1
"Κλαύδιος, -ου, ὁ",,Klaudios,Claudius,2804,3
"κλαυθμός, -οῦ, ὁ",,klauthmos,"weeping, lamentation",2805,9
κλάω,,klaō,break,2806,15
"κλείς, -κλειδός, ἡ",,kleis,key,2807,6
κλείω,,kleiō,"shut, shut up",2808,16
"κλέμμα, -τος, τό",,klemma,"stealing, theft",2809,1
"Κλεοπᾶς, -ᾶ, ὁ",,Kleopas,Cleopas,2810,1
"κλέος, -ους, τό",,kleos,"fame, glory, praise",2811,1
"κλέπτης, -ου, ὁ",,kleptēs,thief,2812,16
κλέπτω,,kleptō,steal,2813,13
"κλῆμα, -τος, τό",,klēma,"vine branch, branch, shoot",2814,4
"Κλήμης, -εντος, ὁ",,Klēmēs,Clement,2815,1
κληρονομέω,,klēronomeō,"inherit, obtain",2816,18
"κληρονομία, -ας, ἡ",,klēronomia,inheritance,2817,14
"κληρονόμος, -ου, ὁ",,klēronomos,"heir, inheritor",2818,15
"κλῆρος, -ου, ὁ",,klēros,"lot, portion",2819,12
κληρόω,,klēroō,"appoint by lot, obtain an inheritance, make a heritage",2820,1
"κλῆσις, -εως, ἡ",,klēsis,"(divine) call, invitation, summons, calling",2821,11
"κλητός, -ή, -όν",,klētos,"called, summoned",2822,12
"κλίβανος, -ου, ὁ",,klibanos,"oven, furnace",2823,2
"κλίμα, -τος, τό",,klima,"region, territory",2824,3
"κλῖμαξ, -ος, ἡ",,klimax,"ladder, staircase, climax (grammar)",,
"κλινάριον, -ου, τό",,klinarion,"bed, cot",,1
"κλίνη, -ης, ἡ",,klinē,"bed, couch, mat, stretcher",2825,10
"κλινίδιον, -ου, τό",,klinidion,"small bed, cot, couch or litter",2826,2
κλίνω,,klinō,"cause to bend, bow, rest, recline, make to yield",2827,7
"κλισία, -ας, ἡ",,klisia,"group of people eating together, dining couch, group of diners",2828,1
"κλοπή, -ῆς, ἡ",,klopē,"theft, thieving",2829,2
"κλύδων, -ωνος, ὁ",,kludōn,"rough water, wave",2830,2
κλυδωνίζομαι,,kludōnizomai,"be tossed here and there by waves, am tossed by waves",2831,1
"Κλωπᾶς, -ᾶ, ὁ",,Klōpas,Clopas,2832,1
κνήθομαι,,knēthomai,"itch, scratch",,
κνήθω,,knēthō,"rub, tickle",2833,1
"Κνίδος, -ου, ἡ",,Knidos,Cnidus,2834,1
"Κνωσσός, -ης, ἡ",,Knōssos,Knossos,,
"κοδράντης, -ου, ὁ",,kodrantēs,"quadrans (penny), smallest Roman copper coin",2835,2
"κοιλία, -ας, ἡ",,koilia,"belly, womb, stomach, inner man",2836,23
κοιμάομαι,,koimaomai,"sleep, fall asleep, am asleep",2837,18
"κοίμησις, -εως, ἡ",,koimēsis,"sleep, resting, repose, taking rest",2838,1
"κοινός, -ή, -όν",,koinos,"common, unclean, unholy, shared",2839,14
κοινόω,,koinoō,"make common, defile, make unclean, regard as unclean",2840,14
κοινωνέω,,koinōneō,"have a share of, share, communicate, have fellowship with",2841,8
"κοινωνία, -ας, ἡ",,koinōnia,"fellowship, contribution, participation",2842,19
"κοινωνικός, -ή, -όν",,koinōnikos,"liberal, generous, willing to share",2843,1
"κοινωνός, -οῦ, ὁ",,koinōnos,"partner, sharer",2844,11
"κοίτη, -ης, ἡ",,koitē,"bed, sexual promiscuity, marriage bed",2845,4
"κοιτών, -ῶνος, ὁ",,koitōn,"bedroom, bedchamber",2846,1
"κόκκινος, -η, -ον",,kokkinos,"scarlet, crimson",2847,6
"κόκκος, -ου, ὁ",,kokkos,"grain, seed, kernel",2848,7
κολάζω,,kolazō,"penalize, punish, chastise",2849,2
"κολακεία, -ας, ἡ",,kolakeia,flattery,2850,1
"κόλασις, -εως, ἡ",,kolasis,"punishment, chastisement",2851,2
κολαφίζω,,kolaphizō,"strike with the fist, treat roughly, maltreat",2852,5
κολλάομαι,,kollaomai,"join, cleave to",,
κολλάω,,kollaō,"glue, cleave, keep company with",2853,11
"κολλούριον, -ου, τό",,kollourion,eye salve,2854,1
"κολλυβιστής, -οῦ, ὁ",,kollubistēs,money changer,2855,3
κολοβόω,,koloboō,"curtail, shorten, cut short",2856,4
"Κολοσσαί, -ῶν, ἡ",Κολασσαί,Kolossai,Colossae,2857,1
"κόλπος, -ου, ὁ",,kolpos,"bosom, breast, bosom of a garment, bay, gulf",2859,6
κολυμβάω,,kolumbaō,swim,2860,1
"κολυμβήθρα, -ας, ἡ",,kolumbēthra,"pool, swimming-place",2861,5
"κολωνία, -ας, ἡ",,kolōnia,"colony, garrison city",2862,1
κομάω,,komaō,"have long hair, wear the hair long",2863,2
"κόμη, -ης, ἡ",,komē,"(long) hair, hair, long hair",2864,1
κομίζω,,komizō,"receive, bring, recover",2865,11
"κόμμα, -τος, τό",,komma,"short clause (grammar), phrase (grammar), something cut off",,
κομψότερον,,kompsoteron,"better, in better health",2866,1
κονιάω,,koniaō,whitewash,2867,2
"κονιορτός, -οῦ, ὁ",,koniortos,dust,2868,5
κοπάζω,,kopazō,"stop, abate, cease, drop",2869,3
"κοπετός, -ου, ὁ",,kopetos,"mourning, lamentation",2870,1
"κοπή, -ῆς, ἡ",,kopē,"miting, slaughter",2871,1
κοπιάω,,kopiaō,"work hard, labour, toil, grow weary, become tired",2872,23
"κόπος, -ου, ὁ",,kopos,"labor, trouble, toil",2873,19
"κοπρία, -ας, ἡ",,kopria,"manure pile, manure",2874,1
"κόπριον, -ου, τό",,koprion,"dung, manure, filth, dirt",,1
κόπτω,,koptō,"strike, smite, cut off, mourn",2875,8
"κόραξ, -ακος, ὁ",,korax,"crow, raven",2876,1
"κοράσιον, -ου, τό",,korasion,"girl, little girl",2877,8
Κορβᾶν,,Korban,"gift to God, corban, gift, offering",2878,2
"κορβανᾶς, -ᾶ, ὁ",,korbanas,temple treasury,,
"Κόρε, ὁ",Κορέ,Kore,Korah,2879,1
κορέννυμι,,korennumi,"satiate, fill, feed full",2880,2
"κόρη, -ακος, ἡ",,korē,"girl, young woman",,
"Κορίνθιος, -ου, ὁ",,Korinthios,Corinthian,2881,2
"Κόρινθος, -ου, ἡ",,Korinthos,Corinth,2882,6
"Κορνήλιος, -ου, ὁ",,Kornēlios,Cornelius,2883,9
"κόρος, -ου, ὁ",,koros,"a measure, 545 litres, 120 gallons, boy, young man",2884,1
κοσμέω,,kosmeō,"adorn, put into order",2885,10
"κοσμικός, -ή, -όν",,kosmikos,"earthly, worldly",2886,2
"κόσμιος, -ον",,kosmios,"respectable, appropriate, orderly, virtuous",2887,2
"κοσμοκράτωρ, -ορος, ὁ",,kosmokratōr,"world ruler, ruler of this world",2888,1
"κόσμος, -ου, ὁ",,kosmos,"world, universe",2889,187
"Κούαρτος, -ου, ὁ",,Kouartos,Quartus,2890,1
κουμ,,koum,"stand up, arise",,
κοῦμι,,koumi,arise,2891,1
"κούνικλος, -ος, ὁ",κουνίκολος,kouniklos,rabbit,,
"κουστωδία, -ας, ἡ",,koustōdia,guard,2892,3
κουφίζω,,kouphizō,"make light, lighten",2893,1
"κόφινος, -ου, ὁ",,kophinos,"basket, large basket",2894,6
"κράβαττος, -ου, ὁ",,krabattos,"mattress, pallet, bed, mat",2895,12
κράζω,,krazō,"cry out, cry aloud, shriek",2896,60
"κραιπάλη, -ης, ἡ",,kraipalē,"drinking bout, drunken dissipation",2897,1
"κρανίον, -ου, τό",,kranion,skull,2898,4
"κράσπεδον, -ου, τό",,kraspedon,"border, tassel, fringe, edge",2899,5
κραταιόομαι,,krataioomai,"strengthen, become strong",,
"κραταιός, -ά, -όν",,krataios,"powerful, mighty, strong",2900,1
κραταιόω,,krataioō,"strengthen, confirm, grow strong",2901,4
κρατέω,,krateō,"grasp, lay hold of, obtain",2902,47
"κράτιστος, -η, -ον",,kratistos,"most noble, most excellent",2903,4
"κράτος, -ους, τό",,kratos,"power, dominion, strength",2904,12
κραυγάζω,,kraugazō,"cry out, cry aloud, shout",2905,6
"κραυγή, -ῆς, ἡ",,kraugē,"outcry, crying, clamor, shout",2906,6
"κρέας, τό",,kreas,"meat, flesh, kinds of flesh",2907,2
κρείσσων,,kreissōn,"stronger, more excellent",2908,3
κρείττων,,kreittōn,"stronger, more excellent",2909,17
κρεμάννυμι,,kremannumi,"hang, hang up, suspend",2910,7
"κρημνός, -οῦ, ὁ",,krēmnos,"steep bank, cliff, crag, precipice",2911,3
"κρήνη, -ης, ἡ",,krēnē,spring,,
"Κρής, -ητός, ὁ",,Krēs,Cretan,2912,2
"Κρήσκης, -εντος, ὁ",,Krēskēs,Crescens,2913,1
"Κρήτη, -ης, ἡ",,Krētē,Crete,2914,5
"κριθή, -ῆς, ἡ",,krithē,barley,2915,1
"κρίθινος, -η, -ον",,krithinos,"made of barley flour, made of barley",2916,2
"κρίμα, -ος, τό",,krima,"judgment, verdict, lawsuit",2917,28
"κρίνον, -ου, τό",,krinon,lily,2918,2
κρίνω,,krinō,"judge, decide, think good",2919,114
"κρίσις, -εως, ἡ",,krisis,"judgment, legal decision",2920,48
"Κρίσπος, -ου, ὁ",,Krispos,Crispus,2921,2
"κριτήριον, -ου, τό",,kritērion,"law court, tribunal, criterion",2922,3
"κριτής, -ου, ὁ",,kritēs,judge,2923,17
"κριτικός, -ή, -όν",,kritikos,"able to judge, critical",2924,1
κρούω,,krouō,"knock, strike",2925,9
"κρύπτη, -ης, ἡ",,kruptē,"dark and hidden place, cellar, crypt, vault",2926,1
"κρυπτός, -ή, -όν",,kruptos,"hidden, secret",2927,19
κρύπτω,,kruptō,"conceal, hide, lay up",2928,17
κρυσταλλίζω,,krustallizō,"shine like crystal, be as transparent as crystal, am clear as crystal",2929,1
"κρύσταλλος, -ου, ὁ",,krustallos,"rock-crystal, crystal",2930,2
"κρυφαῖος, -α, -ον",,kruphaios,"hidden, private",,2
κρυφῇ,,kruphē,"secretly, in secret",2931,1
κτάομαι,,ktaomai,"acquire, win, get, buy, possess",2932,7
"κτῆμα, -ος, τό",,ktēma,"possession, piece of property, field, property",2933,4
"κτῆνος, -ους, τό",,ktēnos,beast of burden,2934,4
"κτήτωρ, -ορος, ὁ",,ktētōr,"owner, possessor",2935,1
κτίζω,,ktizō,"create, form, shape, make",2936,15
"κτίσις, -εως, ἡ",,ktisis,"creation, creature, institution",2937,19
"κτίσμα, -ος, τό",,ktisma,"creature, created thing",2938,4
"κτίστης, -ου, ὁ",,ktistēs,"Creator, founder, creator, God",2939,1
"κυβεία, -ας, ἡ",,kubeia,"craftiness, trickery, sleight",2940,1
"κυβέρνησις, -εως, ἡ",,kubernēsis,"administration, governing, government",2941,1
"κυβερνήτης, -ου, ὁ",,kubernētēs,"shipmaster, pilot, steersman",2942,2
κυκλεύω,,kukleuō,"surround, go encirle",,1
κυκλόθεν,,kuklothen,"around, in a circle round",2943,3
"κύκλος, -ου, ὁ",,kuklos,circle,2945,8
κυκλόω,,kukloō,"encircle, surround, besiege",2944,5
"κύκλῳ, ",,kuklō,"in a circle, round about",,
κυλίομαι,,kuliomai,"roll, roll about",,
"κύλισμα, -τος, τό",,kulisma,"rolling, wallowing",2946,1
"κυλισμός, -οῦ, ὁ",,kulismos,"rolling, wallowing",,1
κυλίω,,kuliō,roll,2947,1
"κυλλός, -ή, -όν",,kullos,"crippled, lame",2948,4
"κῦμα, -τος, τό",,kuma,wave,2949,5
"κύμβαλον, -ου, τό",,kumbalon,cymbal,2950,1
"κύμινον, -ου, τό",,kuminon,"cummin, cumin",2951,1
"κυνάριον, -ου, τό",,kunarion,little dog,2952,4
"Κύπριος, -ου, ὁ",,Kuprios,"Cyprian, Cypriote, belonging to Cyprus",2953,3
"Κύπρος, -ου, ἡ",,Kupros,Cyprus,2954,5
κύπτω,,kuptō,"bow down, stoop, bend down",2955,3
"Κυρηναῖος, -ου, ὁ",,Kurēnaios,"Cyrenian, belonging to Cyrene, Cyrenaean",2956,6
"Κυρήνη, -ης, ἡ",,Kurēnē,Cyrene,2957,1
"Κυρήνιος, -ου, ὁ",,Kurēnios,Quirinius,2958,1
"κυρία, -ας, ἡ",,kuria,"lady, mistress",2959,2
"κυριακός, -ή, -όν",,kuriakos,"Lord's, of the Lord",2960,2
κυριεύω,,kurieuō,"be lord over, rule, have authority, rule over",2961,7
"κύριος, -ου, ὁ",,kurios,"lord, master, sir",2962,747
"κυριότης, -ητος, ἡ",,kuriotēs,"lordship, dominion, authority, domination, dignity",2963,4
κυρόω,,kuroō,"confirm, ratify, validate",2964,2
"κύων, -ος, ὁ",,kuōn,dog,2965,5
"κῶλον, -ου, τό",,kōlon,"dead body, corpse, limb, bodies",2966,1
κωλύω,,kōluō,"forbid, hinder, prevent",2967,23
"κώμη, -ης, ἡ",,kōmē,village,2968,28
"κωμόπολις, -εως, ἡ",,kōmopolis,"market town, country town, large village",2969,1
"κῶμος, -ου, ὁ",,kōmos,"excessive feasting, carousing, feasting, reveling",2970,3
"κώνωψ, -ωπος, ὁ",,kōnōps,"gnat, mosquito",2971,1
"Κώς, ἡ",,Kōs,Cos,,1
"Κῶς, ἡ",,Kōs,Cos,2972,1
"Κωσάμ, ὁ",,Kōsam,Cosam,2973,1
"κωφός, -ή, -όν",,kōphos,"deaf, dumb",2974,14
"λαβύρινθος, -ος, ὁ",,laburinthos,"labyrinth, maze",,
"λαγιδεύς, -έως, ὁ",,lagideus,rabbit,,
λαγχάνω,,lagchanō,"chose by lot, receive, obtain by lot, cast lots",2975,4
"λαγώς, -ώ, ὁ",,lagōs,hare,2830,
"Λάζαρος, -ου, ὁ",,Lazaros,"Lazarus, Eliezer",2976,15
λάθρᾳ,,lathra,secretly,2977,4
"λαῖλαψ, -απος, ἡ",,lailaps,"hurricane, storm, gale, sudden storm, squall",2978,3
λακάω,,lakaō,"burst apart, burst open",,
λακτίζω,,laktizō,kick,2979,1
λαλέω,,laleō,"speak, say, talk, chat",2980,298
"λαλιά, -ᾶς, ἡ",,lalia,"speech, way of talking, talk, dialect",2981,4
λαμβάνω,,lambanō,"take, receive",2983,263
"Λάμεχ, ὁ",,Lamech,Lamech,2984,1
"λαμπάς, -άδος, ἡ",,lampas,"torch, lamp, lantern",2985,9
"λαμπρός, -ά, -όν",,lampros,"bright, shining, magnificent",2986,9
"λαμπρότης, -ητος, ἡ",,lamprotēs,"shining, brilliance, splendor, brightness",2987,1
λαμπρῶς,,lamprōs,"splendidly, magnificently, sumptuously",2988,1
λάμπω,,lampō,shine,2989,7
λανθάνω,,lanthanō,"escape notice, am hidden",2990,6
"λαξευτός, -ή, -όν",,laxeutos,"hewn, hewn out of the rock",2991,1
"Λαοδίκεια, -ας, ἡ",,Laodikeia,Laodicea,,6
"Λαοδικεία, -ας, ἡ",,Laodikeia,Laodicea,2993,6
"Λαοδικεύς, -έως, ὁ",,Laodikeus,Laodicean,2994,1
"λαός, -οῦ, ὁ",,laos,people,2992,142
"λάρυγξ, -γγος, ὁ",,larugx,throat,2995,1
"Λασαία, -ας, ἡ",,Lasaia,Lasea,2996,1
λάσκω,,laskō,burst asunder with a loud noise,2997,1
λατομέω,,latomeō,"hew out of a rock, hew stones",2998,2
"λατρεία, -ας, ἡ",,latreia,"service, divine worship, worship",2999,5
λατρεύω,,latreuō,"serve, worship",3000,21
"λάχανον, -ου, τό",,lachanon,"garden herb, vegetable, herb, garden plant",3001,4
"Λεββαῖος, -ου, ὁ",,Lebbaios,Lebbaeus,3002,1
"λεγεών, -ῶνος, ἡ",λεγιών,legeōn,"legion, very large number",3003,4
λέγω,,legō,"say, speak, said",3004,2315
"Λεία, -ας, ἡ",,Leia,Leah,,
"λεῖμμα, -τος, τό",,leimma,"remnant, remainder",3005,1
"λεῖος, -α, -ον",,leios,"smooth, level",3006,1
λείπω,,leipō,"leave, leave behind, lack, am wanting, am left behind",3007,6
λειτουργέω,,leitourgeō,"minister, serve, serve publicly, render religious service",3008,3
"λειτουργία, -ας, ἡ",,leitourgia,"service, ministry, charitable gift, public service",3009,6
"λειτουργικός, -ή, -όν",,leitourgikos,"engaged in special service, ministering",3010,1
"λειτουργός, -οῦ, ὁ",,leitourgos,"minister, servant",3011,5
"λεμα, ",,lema,why?,,
"λέντιον, -ου, τό",,lention,"linen cloth, towel, apron",3012,2
"λέξις, -εως, ἡ",,lexis,"word, phrase, saying, word (grammar)",,
"λεπίς, -ίδος, ἡ",,lepis,"scale (of a fish), scale, scaly substance",3013,1
"λέπρα, -ας, ἡ",,lepra,leprosy,3014,4
"λεπρός, -ά, -όν",,lepros,"scaly, leprous, leper",3015,9
"λεπτός, -ή, -όν",,leptos,"small coin, small piece of money",3016,3
"Λέσβος, -ής, ἡ",,Lesbos,Lesbos (island),,
"Λευΐ, ὁ","Λευί, Λευεί, Λευΐς",Leui,Levi,"3017, 3018",8
"Λευΐτης, -ου, ὁ",,Leuitēs,Levite,3019,3
"Λευίτης, -ου, ὁ",,Leuitēs,Levite,,3
"Λευιτικός, -ή, -όν",,Leuitikos,Levitical,,1
Λευϊτικός,,Leuitikos,Levitical,3020,1
λευκαίνω,,leukainō,"make white, whiten",3021,2
"λευκός, -ή, -όν",,leukos,"white, bright",3022,25
"λέων, -οντος, ὁ",,leōn,lion,3023,9
"λήθη, -ης, ἡ",,lēthē,forgetfulness,3024,1
"λῆμψις, -εως, ἡ",,lēmpsis,receiving,,1
"ληνός, -οῦ, ἡ",,lēnos,"wine press, winepress",3025,5
"λῆρος, -ου, ὁ",,lēros,"idle talk, empty talk, nonsense, folly",3026,1
"λῃστής, -οῦ, ὁ",,lēstēs,"robber, brigand, bandit",3027,15
"λῆψις, -εως, ἡ",,lēpsis,receiving,3028,1
λίαν,,lian,"greatly, very, very much, exceedingly",3029,14
"λίβανος, -ου, ὁ",,libanos,"(the) Lebanon, incense",3030,2
"λιβανωτός, -οῦ, ὁ",,libanōtos,"incense, censer",3031,2
"Λιβερτῖνος, -ου, ὁ",,Libertinos,freedman,3032,1
"Λιβύη, -ης, ἡ",,Libuē,"Libya, Africa",3033,1
λιθάζω,,lithazō,"throw stones, stone",3034,8
"λίθινος, -η, -ον",,lithinos,"of stone, made of stone",3035,3
λιθοβολέω,,lithoboleō,"pelt with stones, stone, cast stones at",3036,9
"λίθος, -ου, ὁ",,lithos,stone,3037,60
"λιθόστρωτον, -ου, τό",,lithostrōton,mosaic pavement,3038,1
λιθόστρωτος,,lithostrōtos,"stone pavement, mosaic",,
λικμάω,,likmaō,"crush, scatter, crush to powder",3039,2
λιμά,,lima,why,2982,2
"λιμήν, -ένος, ὁ",,limēn,"harbor, haven, port",3040,3
"λίμνη, -ης, ἡ",,limnē,lake,3041,11
"λιμός, -οῦ, ὁ",,limos,"hunger, famine",3042,12
"λίνον, -ου, τό",,linon,"lamp-wick, linen garment, flax, linen",3043,2
"Λίνος, -ου, ὁ",,Linos,Linus,,1
"Λῖνος, -ου, ὁ",,Linos,Linus,3044,1
"λιπαρός, -ά, -όν",,liparos,"bright, costly, rich, luxurious, sumptuous",3045,1
"λίτρα, -ας, ἡ",,litra,Roman pound,3046,2
"λίψ, ὁ",,lips,"south-west, south-west wind",3047,1
"λογεία, -ας, ἡ",,logeia,collection,,2
"λογία, -ας, ἡ",,logia,"collection, collecting",3048,
λογίζομαι,,logizomai,"calculate, consider, account, reckon, count, decide",3049,40
"λογικός, -ή, -όν",,logikos,"thoughtful, reasonable, rational, metaphorical",3050,2
